"","word","n","product"
"5522","tone",1,"Apple Home"
"5523","tons",1,"Apple Home"
"5524","tool",1,"Apple Home"
"5525","toolate",1,"Apple Home"
"5526","tools",1,"Apple Home"
"5527","top",1,"Apple Home"
"5528","toronto",1,"Apple Home"
"5529","tou",1,"Apple Home"
"5530","tp",1,"Apple Home"
"5531","transcribed",1,"Apple Home"
"5532","trc",1,"Apple Home"
"5533","trkgwyvpld",1,"Apple Home"
"5534","truth",1,"Apple Home"
"5535","trwpotpmaw",1,"Apple Home"
"5536","tune",1,"Apple Home"
"5537","turf",1,"Apple Home"
"5538","tvjclcoxys",1,"Apple Home"
"5539","tvos",1,"Apple Home"
"5540","tyfgctomdg",1,"Apple Home"
"5541","tying",1,"Apple Home"
"5542","tzwwdziran",1,"Apple Home"
"5543","uber",1,"Apple Home"
"5544","uderstand",1,"Apple Home"
"5545","ueqkmhieji",1,"Apple Home"
"5546","uibjgxbutw",1,"Apple Home"
"5547","ultra",1,"Apple Home"
"5548","umqimrpsmf",1,"Apple Home"
"5549","understand",1,"Apple Home"
"5550","undisclosed",1,"Apple Home"
"5551","unfortunate",1,"Apple Home"
"5552","unhappy",1,"Apple Home"
"5553","unreleased",1,"Apple Home"
"5554","unslqknyir",1,"Apple Home"
"5555","usatoday",1,"Apple Home"
"5556","user",1,"Apple Home"
"5557","usivqkngsd",1,"Apple Home"
"5558","utirciwawc",1,"Apple Home"
"5559","uxktcwaood",1,"Apple Home"
"5560","uxomctmzcm",1,"Apple Home"
"5561","uxxeauuxjl",1,"Apple Home"
"5562","uyuxnbvfpv",1,"Apple Home"
"5563","uyzwgkyxpk",1,"Apple Home"
"5564","vc",1,"Apple Home"
"5565","vgoxysbvly",1,"Apple Home"
"5566","viewed",1,"Apple Home"
"5567","vincentorleck",1,"Apple Home"
"5568","visyaxvqni",1,"Apple Home"
"5569","viticci",1,"Apple Home"
"5570","vktvttoebh",1,"Apple Home"
"5571","voices",1,"Apple Home"
"5572","voicetechnology",1,"Apple Home"
"5573","vrcogxpkgi",1,"Apple Home"
"5574","wa",1,"Apple Home"
"5575","watcha",1,"Apple Home"
"5576","wcbujotzpd",1,"Apple Home"
"5577","wccwzegryc",1,"Apple Home"
"5578","weather",1,"Apple Home"
"5579","webierweb",1,"Apple Home"
"5580","website",1,"Apple Home"
"5581","weeks",1,"Apple Home"
"5582","wehwwssbog",1,"Apple Home"
"5583","weird",1,"Apple Home"
"5584","wgmflzbkxp",1,"Apple Home"
"5585","whining",1,"Apple Home"
"5586","wide",1,"Apple Home"
"5587","wifi",1,"Apple Home"
"5588","wijzijnlister",1,"Apple Home"
"5589","wild",1,"Apple Home"
"5590","wires",1,"Apple Home"
"5591","wishes",1,"Apple Home"
"5592","wit",1,"Apple Home"
"5593","wiziubowps",1,"Apple Home"
"5594","wnhgrbeebo",1,"Apple Home"
"5595","wnjnoxxgfh",1,"Apple Home"
"5596","woman",1,"Apple Home"
"5597","wonrbcesid",1,"Apple Home"
"5598","wont",1,"Apple Home"
"5599","worlds",1,"Apple Home"
"5600","worth",1,"Apple Home"
"5601","woul",1,"Apple Home"
"5602","wqskwerkor",1,"Apple Home"
"5603","writes",1,"Apple Home"
"5604","written",1,"Apple Home"
"5605","wyetrwstzt",1,"Apple Home"
"5606","xgogiedduf",1,"Apple Home"
"5607","xirtdykjwk",1,"Apple Home"
"5608","xkzgrowjpe",1,"Apple Home"
"5609","xpdasfjtdk",1,"Apple Home"
"5610","xplosion",1,"Apple Home"
"5611","xttobqaxov",1,"Apple Home"
"5612","xubyyhwjgu",1,"Apple Home"
"5613","xutexkuwdj",1,"Apple Home"
"5614","xvejjhtcbs",1,"Apple Home"
"5615","xvqxyutdct",1,"Apple Home"
"5616","yiannivenizelos",1,"Apple Home"
"5617","yikes",1,"Apple Home"
"5618","yogqljzcgs",1,"Apple Home"
"5619","yqmrrorjxg",1,"Apple Home"
"5620","yrxmkhrtzk",1,"Apple Home"
"5621","yzovbkxtms",1,"Apple Home"
"5622","yzqfccyxvg",1,"Apple Home"
"5623","zmoosncmmx",1,"Apple Home"
"5624","zvqmcwopzs",1,"Apple Home"
"5625","zymnwrhaha",1,"Apple Home"
"5626","zzsezrfank",1,"Apple Home"
"5627","zzsxlfhhiq",1,"Apple Home"
"5628","zzventure",1,"Apple Home"
"5629","alexa",2358,"Alexa"
"5630","amazon",1907,"Alexa"
"5631","music",829,"Alexa"
"5632","wake",732,"Alexa"
"5633","echo",648,"Alexa"
"5634","win",601,"Alexa"
"5635","chance",563,"Alexa"
"5636","amp",484,"Alexa"
"5637","follow",483,"Alexa"
"5638","dorischristmas",448,"Alexa"
"5639","mondaymotivation",435,"Alexa"
"5640","alarms",306,"Alexa"
"5641","gift",271,"Alexa"
"5642","gallagher",242,"Alexa"
"5643","noel",242,"Alexa"
"5644","giving",233,"Alexa"
"5645","michaelschaub",231,"Alexa"
"5646","alex",228,"Alexa"
"5647","jones",225,"Alexa"
"5648","fire",223,"Alexa"
"5649","amazon's",221,"Alexa"
"5650","cia",220,"Alexa"
"5651","connected",211,"Alexa"
"5652","hard",206,"Alexa"
"5653","laughing",205,"Alexa"
"5654","crying",204,"Alexa"
"5655","hit",204,"Alexa"
"5656","lying",204,"Alexa"
"5657","timrunshismouth",204,"Alexa"
"5658","adds",132,"Alexa"
"5659","cnet",127,"Alexa"
"5660","finally",111,"Alexa"
"5661","hd",108,"Alexa"
"5662","smart",105,"Alexa"
"5663","techcrunch",105,"Alexa"
"5664","giveaway",102,"Alexa"
"5665","voice",101,"Alexa"
"5666","kindle",100,"Alexa"
"5667","enabled",98,"Alexa"
"5668","textanywhere",96,"Alexa"
"5669","tablet",92,"Alexa"
"5670","play",85,"Alexa"
"5671","change",82,"Alexa"
"5672","drive",81,"Alexa"
"5673","forever",81,"Alexa"
"5674","seatateca",81,"Alexa"
"5675","seatleon",81,"Alexa"
"5676","christmas",79,"Alexa"
"5677","enter",79,"Alexa"
"5678","home",78,"Alexa"
"5679","ai",77,"Alexa"
"5680","days",77,"Alexa"
"5681","skill",75,"Alexa"
"5682","adventcalendar",73,"Alexa"
"5683","fo",73,"Alexa"
"5684","left",73,"Alexa"
"5685","radio",68,"Alexa"
"5686","tech",62,"Alexa"
"5687","alarm",61,"Alexa"
"5688","social",61,"Alexa"
"5689","speaker",59,"Alexa"
"5690","facebook",58,"Alexa"
"5691","million",57,"Alexa"
"5692","experiments",56,"Alexa"
"5693","khanoisseur",56,"Alexa"
"5694","moment",56,"Alexa"
"5695","network",56,"Alexa"
"5696","running",56,"Alexa"
"5697","visual",56,"Alexa"
"5698","clock",53,"Alexa"
"5699","sarahintampa",52,"Alexa"
"5700","fall",51,"Alexa"
"5701","remote",48,"Alexa"
"5702","tv",48,"Alexa"
"5703","google",45,"Alexa"
"5704","news",44,"Alexa"
"5705","song",43,"Alexa"
"5706","free",40,"Alexa"
"5707","stick",40,"Alexa"
"5708","time",39,"Alexa"
"5709","display",38,"Alexa"
"5710","black",36,"Alexa"
"5711","bedside",35,"Alexa"
"5712","favorite",35,"Alexa"
"5713","gb",35,"Alexa"
"5714","sonos",35,"Alexa"
"5715","verge",35,"Alexa"
"5716","arduino",34,"Alexa"
"5717","season",34,"Alexa"
"5718","check",32,"Alexa"
"5719","dot",32,"Alexa"
"5720","people",32,"Alexa"
"5721","technology",32,"Alexa"
"5722","iheartradio",31,"Alexa"
"5723","firestick",30,"Alexa"
"5724","lov",30,"Alexa"
"5725","business",29,"Alexa"
"5726","engadget",29,"Alexa"
"5727","gadgets",29,"Alexa"
"5728","amazonfiretv",26,"Alexa"
"5729","awesome",26,"Alexa"
"5730","eavesdropping",26,"Alexa"
"5731","santa",26,"Alexa"
"5732","special",26,"Alexa"
"5733","calendar",24,"Alexa"
"5734","weed",24,"Alexa"
"5735","advent",23,"Alexa"
"5736","amazonecho",23,"Alexa"
"5737","bring",23,"Alexa"
"5738","budget",23,"Alexa"
"5739","pick",23,"Alexa"
"5740","generation",22,"Alexa"
"5741","giftideas",22,"Alexa"
"5742","payment",22,"Alexa"
"5743","simply",22,"Alexa"
"5744","streaming",22,"Alexa"
"5745","hands",21,"Alexa"
"5746","introducing",21,"Alexa"
"5747","bbc",20,"Alexa"
"5748","offers",20,"Alexa"
"5749","skills",20,"Alexa"
"5750","buddy",19,"Alexa"
"5751","confused",19,"Alexa"
"5752","day",19,"Alexa"
"5753","december",19,"Alexa"
"5754","device",19,"Alexa"
"5755","ewtn",19,"Alexa"
"5756","feature",19,"Alexa"
"5757","future",19,"Alexa"
"5758","gen",19,"Alexa"
"5759","girl",19,"Alexa"
"5760","musical",19,"Alexa"
"5761","service",19,"Alexa"
"5762","buzzfeed",18,"Alexa"
"5763","create",18,"Alexa"
"5764","watch",18,"Alexa"
"5765","media",17,"Alexa"
"5766","speakers",17,"Alexa"
"5767","stop",17,"Alexa"
"5768","app",16,"Alexa"
"5769","devices",16,"Alexa"
"5770","powered",16,"Alexa"
"5771","robot",16,"Alexa"
"5772","wa",16,"Alexa"
"5773","worry",16,"Alexa"
"5774","alexa's",15,"Alexa"
"5775","bmo",15,"Alexa"
"5776","guide",15,"Alexa"
"5777","integrate",15,"Alexa"
"5778","intelligent",15,"Alexa"
"5779","kodi",15,"Alexa"
"5780","list",15,"Alexa"
"5781","player",15,"Alexa"
"5782","ama",14,"Alexa"
"5783","blogs",14,"Alexa"
"5784","comment",14,"Alexa"
"5785","davidpapp",14,"Alexa"
"5786","easier",14,"Alexa"
"5787","ensues",14,"Alexa"
"5788","fun",14,"Alexa"
"5789","hilarity",14,"Alexa"
"5790","love",14,"Alexa"
"5791","plans",14,"Alexa"
"5792","podcasts",14,"Alexa"
"5793","prize",14,"Alexa"
"5794","providers",14,"Alexa"
"5795","solution",14,"Alexa"
"5796","technews",14,"Alexa"
"5797","video",14,"Alexa"
"5798","bet",13,"Alexa"
"5799","deal",13,"Alexa"
"5800","designconsultuk",13,"Alexa"
"5801","growing",13,"Alexa"
"5802","holiday",13,"Alexa"
"5803","price",13,"Alexa"
"5804","retweet",13,"Alexa"
"5805","seattle",13,"Alexa"
"5806","shopping",13,"Alexa"
"5807","thedavedev",13,"Alexa"
"5808","vroom",13,"Alexa"
"5809","activities",12,"Alexa"
"5810","child's",12,"Alexa"
"5811","enterprise",12,"Alexa"
"5812","featuring",12,"Alexa"
"5813","listen",12,"Alexa"
"5814","live",12,"Alexa"
"5815","localization",12,"Alexa"
"5816","mind",12,"Alexa"
"5817","nurture",12,"Alexa"
"5818","office",12,"Alexa"
"5819","services",12,"Alexa"
"5820","station",12,"Alexa"
"5821","ui",12,"Alexa"
"5822","wifi",12,"Alexa"
"5823","world",12,"Alexa"
"5824","apple",11,"Alexa"
"5825","expansion",11,"Alexa"
"5826","gt",11,"Alexa"
"5827","hey",11,"Alexa"
"5828","launches",11,"Alexa"
"5829","post",11,"Alexa"
"5830","prime",11,"Alexa"
"5831","reg",11,"Alexa"
"5832","start",11,"Alexa"
"5833","ultra",11,"Alexa"
"5834","cloud",10,"Alexa"
"5835","discern",10,"Alexa"
"5836","gimme",10,"Alexa"
"5837","gold",10,"Alexa"
"5838","hints",10,"Alexa"
"5839","iot",10,"Alexa"
"5840","limited",10,"Alexa"
"5841","perks",10,"Alexa"
"5842","read",10,"Alexa"
"5843","real",10,"Alexa"
"5844","siri",10,"Alexa"
"5845","thriller",10,"Alexa"
"5846","understanding",10,"Alexa"
"5847","update",10,"Alexa"
"5848","abodytobones",9,"Alexa"
"5849","build",9,"Alexa"
"5850","cvmhjlwlxs",9,"Alexa"
"5851","discreetlatino",9,"Alexa"
"5852","estate",9,"Alexa"
"5853","fee",9,"Alexa"
"5854","gimm",9,"Alexa"
"5855","knuteberger",9,"Alexa"
"5856","layered",9,"Alexa"
"5857","ov",9,"Alexa"
"5858","perfect",9,"Alexa"
"5859","romantic",9,"Alexa"
"5860","router",9,"Alexa"
"5861","set",9,"Alexa"
"5862","support",9,"Alexa"
"5863","amazonomy",8,"Alexa"
"5864","announces",8,"Alexa"
"5865","assistant",8,"Alexa"
"5866","books",8,"Alexa"
"5867","buy",8,"Alexa"
"5868","camera",8,"Alexa"
"5869","control",8,"Alexa"
"5870","crosscut",8,"Alexa"
"5871","green",8,"Alexa"
"5872","hardware",8,"Alexa"
"5873","indoor",8,"Alexa"
"5874","listening",8,"Alexa"
"5875","lynx",8,"Alexa"
"5876","perez",8,"Alexa"
"5877","sales",8,"Alexa"
"5878","sarah",8,"Alexa"
"5879","tired",8,"Alexa"
"5880","twitch",8,"Alexa"
"5881","venturebeat",8,"Alexa"
"5882","white",8,"Alexa"
"5883","askalexa",7,"Alexa"
"5884","beyonce",7,"Alexa"
"5885","bigdata",7,"Alexa"
"5886","book",7,"Alexa"
"5887","brings",7,"Alexa"
"5888","bro",7,"Alexa"
"5889","call",7,"Alexa"
"5890","commercial",7,"Alexa"
"5891","dolby",7,"Alexa"
"5892","everyday",7,"Alexa"
"5893","experience",7,"Alexa"
"5894","fill",7,"Alexa"
"5895","fix",7,"Alexa"
"5896","fu",7,"Alexa"
"5897","imagine",7,"Alexa"
"5898","innovation",7,"Alexa"
"5899","jake",7,"Alexa"
"5900","kharijohnson",7,"Alexa"
"5901","learn",7,"Alexa"
"5902","marketing",7,"Alexa"
"5903","ml",7,"Alexa"
"5904","monday",7,"Alexa"
"5905","paul",7,"Alexa"
"5906","run",7,"Alexa"
"5907","sale",7,"Alexa"
"5908","save",7,"Alexa"
"5909","smarthome",7,"Alexa"
"5910","sound",7,"Alexa"
"5911","teaming",7,"Alexa"
"5912","theverge",7,"Alexa"
"5913","users",7,"Alexa"
"5914","wireless",7,"Alexa"
"5915","wow",7,"Alexa"
"5916","youtube",7,"Alexa"
"5917","alexadevs",6,"Alexa"
"5918","amazongiveaway",6,"Alexa"
"5919","analytics",6,"Alexa"
"5920","announced",6,"Alexa"
"5921","astley",6,"Alexa"
"5922","car",6,"Alexa"
"5923","caseynewton",6,"Alexa"
"5924","connect",6,"Alexa"
"5925","crestron",6,"Alexa"
"5926","fi",6,"Alexa"
"5927","game",6,"Alexa"
"5928","hear",6,"Alexa"
"5929","hiddensalezone",6,"Alexa"
"5930","late",6,"Alexa"
"5931","lead",6,"Alexa"
"5932","lives",6,"Alexa"
"5933","matter",6,"Alexa"
"5934","participated",6,"Alexa"
"5935","pipeline",6,"Alexa"
"5936","playlist",6,"Alexa"
"5937","recognition",6,"Alexa"
"5938","rick",6,"Alexa"
"5939","rpa",6,"Alexa"
"5940","security",6,"Alexa"
"5941","sense",6,"Alexa"
"5942","simple",6,"Alexa"
"5943","single",6,"Alexa"
"5944","team",6,"Alexa"
"5945","trinetmainstreet",6,"Alexa"
"5946","twitter",6,"Alexa"
"5947","updated",6,"Alexa"
"5948","virtual",6,"Alexa"
"5949","add",5,"Alexa"
"5950","additional",5,"Alexa"
"5951","ala",5,"Alexa"
"5952","allure",5,"Alexa"
"5953","amazonmusic",5,"Alexa"
"5954","audio",5,"Alexa"
"5955","awscloud",5,"Alexa"
"5956","band",5,"Alexa"
"5957","believes",5,"Alexa"
"5958","block",5,"Alexa"
"5959","branch",5,"Alexa"
"5960","buzzfeednews",5,"Alexa"
"5961","cam",5,"Alexa"
"5962","canada",5,"Alexa"
"5963","catholic",5,"Alexa"
"5964","controller",5,"Alexa"
"5965","dan",5,"Alexa"
"5966","depending",5,"Alexa"
"5967","digitalmarketing",5,"Alexa"
"5968","dual",5,"Alexa"
"5969","edition",5,"Alexa"
"5970","enable",5,"Alexa"
"5971","fucking",5,"Alexa"
"5972","genre",5,"Alexa"
"5973","hates",5,"Alexa"
"5974","hot",5,"Alexa"
"5975","hotels",5,"Alexa"
"5976","idiots",5,"Alexa"
"5977","integration",5,"Alexa"
"5978","jackson",5,"Alexa"
"5979","joins",5,"Alexa"
"5980","justice",5,"Alexa"
"5981","kgpvmsajgs",5,"Alexa"
"5982","liberal",5,"Alexa"
"5983","life",5,"Alexa"
"5984","lights",5,"Alexa"
"5985","males",5,"Alexa"
"5986","market",5,"Alexa"
"5987","morning",5,"Alexa"
"5988","named",5,"Alexa"
"5989","netgear",5,"Alexa"
"5990","officially",5,"Alexa"
"5991","onvocalinc",5,"Alexa"
"5992","overhears",5,"Alexa"
"5993","owners",5,"Alexa"
"5994","pendant",5,"Alexa"
"5995","percentage",5,"Alexa"
"5996","phone",5,"Alexa"
"5997","platform",5,"Alexa"
"5998","playground",5,"Alexa"
"5999","plug",5,"Alexa"
"6000","privacy",5,"Alexa"
"6001","product",5,"Alexa"
"6002","proud",5,"Alexa"
"6003","ranking",5,"Alexa"
"6004","responses",5,"Alexa"
"6005","schlage",5,"Alexa"
"6006","shop",5,"Alexa"
"6007","talk",5,"Alexa"
"6008","unlocked",5,"Alexa"
"6009","unveils",5,"Alexa"
"6010","web",5,"Alexa"
"6011","wi",5,"Alexa"
"6012","wsj's",5,"Alexa"
"6013","wsjtanya",5,"Alexa"
"6014","actual",4,"Alexa"
"6015","alexanderrossi",4,"Alexa"
"6016","amazo",4,"Alexa"
"6017","android",4,"Alexa"
"6018","assistants",4,"Alexa"
"6019","avalon",4,"Alexa"
"6020","avs",4,"Alexa"
"6021","bury",4,"Alexa"
"6022","choose",4,"Alexa"
"6023","conference",4,"Alexa"
"6024","connectedhome",4,"Alexa"
"6025","conspiracy",4,"Alexa"
"6026","countries",4,"Alexa"
"6027","dad",4,"Alexa"
"6028","development",4,"Alexa"
"6029","digital",4,"Alexa"
"6030","download",4,"Alexa"
"6031","ecommerce",4,"Alexa"
"6032","educators",4,"Alexa"
"6033","electronics",4,"Alexa"
"6034","exclusive",4,"Alexa"
"6035","fast",4,"Alexa"
"6036","firetv",4,"Alexa"
"6037","googlehome",4,"Alexa"
"6038","harassment",4,"Alexa"
"6039","harman",4,"Alexa"
"6040","heavy",4,"Alexa"
"6041","hinky",4,"Alexa"
"6042","homes",4,"Alexa"
"6043","hue",4,"Alexa"
"6044","impact",4,"Alexa"
"6045","improved",4,"Alexa"
"6046","include",4,"Alexa"
"6047","india",4,"Alexa"
"6048","indycar",4,"Alexa"
"6049","invention",4,"Alexa"
"6050","launched",4,"Alexa"
"6051","lbloggers",4,"Alexa"
"6052","light",4,"Alexa"
"6053","lock",4,"Alexa"
"6054","mak",4,"Alexa"
"6055","makes",4,"Alexa"
"6056","mere",4,"Alexa"
"6057","metal",4,"Alexa"
"6058","microsoft",4,"Alexa"
"6059","mimo",4,"Alexa"
"6060","moments",4,"Alexa"
"6061","mortgage",4,"Alexa"
"6062","mostliked",4,"Alexa"
"6063","mu",4,"Alexa"
"6064","nighthawk",4,"Alexa"
"6065","offer",4,"Alexa"
"6066","outdoor",4,"Alexa"
"6067","preferred",4,"Alexa"
"6068","primediscreet",4,"Alexa"
"6069","provide",4,"Alexa"
"6070","punch",4,"Alexa"
"6071","red",4,"Alexa"
"6072","research",4,"Alexa"
"6073","retail",4,"Alexa"
"6074","robinwigg",4,"Alexa"
"6075","savings",4,"Alexa"
"6076","screamo",4,"Alexa"
"6077","searching",4,"Alexa"
"6078","service's",4,"Alexa"
"6079","sexual",4,"Alexa"
"6080","sick",4,"Alexa"
"6081","sponsored",4,"Alexa"
"6082","startup",4,"Alexa"
"6083","stoprussianaggression",4,"Alexa"
"6084","strains",4,"Alexa"
"6085","sweepstakesentry",4,"Alexa"
"6086","system",4,"Alexa"
"6087","target",4,"Alexa"
"6088","theroot",4,"Alexa"
"6089","tips",4,"Alexa"
"6090","tvs",4,"Alexa"
"6091","twi",4,"Alexa"
"6092","varies",4,"Alexa"
"6093","voiceassistants",4,"Alexa"
"6094","vui",4,"Alexa"
"6095","week",4,"Alexa"
"6096","wsjpodcasts",4,"Alexa"
"6097","ad",3,"Alexa"
"6098","added",3,"Alexa"
"6099","advertising",3,"Alexa"
"6100","agents",3,"Alexa"
"6101","air",3,"Alexa"
"6102","album",3,"Alexa"
"6103","ally",3,"Alexa"
"6104","amazonalexa",3,"Alexa"
"6105","ambient",3,"Alexa"
"6106","amzn",3,"Alexa"
"6107","artificialintelligence",3,"Alexa"
"6108","aws",3,"Alexa"
"6109","blog",3,"Alexa"
"6110","bluetooth",3,"Alexa"
"6111","boosting",3,"Alexa"
"6112","booth",3,"Alexa"
"6113","bought",3,"Alexa"
"6114","box",3,"Alexa"
"6115","bradstone",3,"Alexa"
"6116","brand",3,"Alexa"
"6117","brightidea",3,"Alexa"
"6118","bronze",3,"Alexa"
"6119","building",3,"Alexa"
"6120","calling",3,"Alexa"
"6121","campaign",3,"Alexa"
"6122","canary",3,"Alexa"
"6123","ces",3,"Alexa"
"6124","channels",3,"Alexa"
"6125","children",3,"Alexa"
"6126","classic",3,"Alexa"
"6127","clo",3,"Alexa"
"6128","college",3,"Alexa"
"6129","coming",3,"Alexa"
"6130","commitment",3,"Alexa"
"6131","complements",3,"Alexa"
"6132","computers",3,"Alexa"
"6133","computing",3,"Alexa"
"6134","consumers",3,"Alexa"
"6135","contest",3,"Alexa"
"6136","controlled",3,"Alexa"
"6137","created",3,"Alexa"
"6138","credit",3,"Alexa"
"6139","customer",3,"Alexa"
"6140","data",3,"Alexa"
"6141","deadbolt",3,"Alexa"
"6142","deals",3,"Alexa"
"6143","delivering",3,"Alexa"
"6144","dell",3,"Alexa"
"6145","demonstrates",3,"Alexa"
"6146","developers",3,"Alexa"
"6147","dfobvylsjy",3,"Alexa"
"6148","dis",3,"Alexa"
"6149","drop",3,"Alexa"
"6150","dumplingiow",3,"Alexa"
"6151","easily",3,"Alexa"
"6152","easy",3,"Alexa"
"6153","ech",3,"Alexa"
"6154","electronic",3,"Alexa"
"6155","expands",3,"Alexa"
"6156","facial",3,"Alexa"
"6157","family",3,"Alexa"
"6158","fan",3,"Alexa"
"6159","features",3,"Alexa"
"6160","finger",3,"Alexa"
"6161","focused",3,"Alexa"
"6162","friends",3,"Alexa"
"6163","funny",3,"Alexa"
"6164","global",3,"Alexa"
"6165","glovelace",3,"Alexa"
"6166","grandparents",3,"Alexa"
"6167","gray",3,"Alexa"
"6168","half",3,"Alexa"
"6169","hdtvs",3,"Alexa"
"6170","hmittelmark",3,"Alexa"
"6171","hosting",3,"Alexa"
"6172","hour",3,"Alexa"
"6173","hyve",3,"Alexa"
"6174","idea",3,"Alexa"
"6175","ifttt",3,"Alexa"
"6176","integrated",3,"Alexa"
"6177","iotprivacy",3,"Alexa"
"6178","itsecurity",3,"Alexa"
"6179","itsnicolenguyen",3,"Alexa"
"6180","job",3,"Alexa"
"6181","jokes",3,"Alexa"
"6182","kindledeals",3,"Alexa"
"6183","kit",3,"Alexa"
"6184","lady",3,"Alexa"
"6185","launch",3,"Alexa"
"6186","learning",3,"Alexa"
"6187","leave",3,"Alexa"
"6188","librarythingtim",3,"Alexa"
"6189","lifting",3,"Alexa"
"6190","lighting",3,"Alexa"
"6191","lmeatybbti",3,"Alexa"
"6192","logitech",3,"Alexa"
"6193","lol",3,"Alexa"
"6194","mad",3,"Alexa"
"6195","marketingmuseaz",3,"Alexa"
"6196","massive",3,"Alexa"
"6197","meet",3,"Alexa"
"6198","mini",3,"Alexa"
"6199","moto",3,"Alexa"
"6200","notifications",3,"Alexa"
"6201","offered",3,"Alexa"
"6202","okinawa",3,"Alexa"
"6203","oqcvzndcmc",3,"Alexa"
"6204","orbit",3,"Alexa"
"6205","outlets",3,"Alexa"
"6206","partners",3,"Alexa"
"6207","perspective",3,"Alexa"
"6208","pioneer",3,"Alexa"
"6209","plan",3,"Alexa"
"6210","playing",3,"Alexa"
"6211","plex",3,"Alexa"
"6212","polycomemea",3,"Alexa"
"6213","popular",3,"Alexa"
"6214","predict",3,"Alexa"
"6215","programmed",3,"Alexa"
"6216","programming",3,"Alexa"
"6217","prt",3,"Alexa"
"6218","putting",3,"Alexa"
"6219","questions",3,"Alexa"
"6220","quikgunz",3,"Alexa"
"6221","races",3,"Alexa"
"6222","randomly",3,"Alexa"
"6223","related",3,"Alexa"
"6224","released",3,"Alexa"
"6225","retaildive",3,"Alexa"
"6226","saturday",3,"Alexa"
"6227","sell",3,"Alexa"
"6228","series",3,"Alexa"
"6229","setting",3,"Alexa"
"6230","shipping",3,"Alexa"
"6231","shit",3,"Alexa"
"6232","sjw",3,"Alexa"
"6233","sprinkler",3,"Alexa"
"6234","started",3,"Alexa"
"6235","starts",3,"Alexa"
"6236","streamline",3,"Alexa"
"6237","streams",3,"Alexa"
"6238","students",3,"Alexa"
"6239","supporting",3,"Alexa"
"6240","surveillance",3,"Alexa"
"6241","sweater",3,"Alexa"
"6242","sweet",3,"Alexa"
"6243","taking",3,"Alexa"
"6244","tarmipplia",3,"Alexa"
"6245","thaicaliber",3,"Alexa"
"6246","times",3,"Alexa"
"6247","top",3,"Alexa"
"6248","tunes",3,"Alexa"
"6249","ugly",3,"Alexa"
"6250","universityofri",3,"Alexa"
"6251","updates",3,"Alexa"
"6252","upset",3,"Alexa"
"6253","voxxqrlhny",3,"Alexa"
"6254","wait",3,"Alexa"
"6255","warrior",3,"Alexa"
"6256","washedupemo",3,"Alexa"
"6257","watching",3,"Alexa"
"6258","wave",3,"Alexa"
"6259","winners",3,"Alexa"
"6260","won",3,"Alexa"
"6261","yellow",3,"Alexa"
"6262","yqpvldu",3,"Alexa"
"6263","aberdeensys",2,"Alexa"
"6264","abestsellers",2,"Alexa"
"6265","absolutely",2,"Alexa"
"6266","access",2,"Alexa"
"6267","adams",2,"Alexa"
"6268","adzzjsawxh",2,"Alexa"
"6269","aff",2,"Alexa"
"6270","age",2,"Alexa"
"6271","agrees",2,"Alexa"
"6272","aiworld",2,"Alexa"
"6273","al",2,"Alexa"
"6274","alar",2,"Alexa"
"6275","alexaforbusiness",2,"Alexa"
"6276","alexapioneers",2,"Alexa"
"6277","alexarva",2,"Alexa"
"6278","alexis",2,"Alexa"
"6279","alternative",2,"Alexa"
"6280","amaz",2,"Alexa"
"6281","amazonhelp",2,"Alexa"
"6282","amazonnews",2,"Alexa"
"6283","amazons",2,"Alexa"
"6284","ambiance",2,"Alexa"
"6285","analysis",2,"Alexa"
"6286","api",2,"Alexa"
"6287","aq",2,"Alexa"
"6288","architect",2,"Alexa"
"6289","art",2,"Alexa"
"6290","article",2,"Alexa"
"6291","atmos",2,"Alexa"
"6292","attending",2,"Alexa"
"6293","austen",2,"Alexa"
"6294","austenauthors",2,"Alexa"
"6295","author",2,"Alexa"
"6296","autism",2,"Alexa"
"6297","awards",2,"Alexa"
"6298","bankingtech",2,"Alexa"
"6299","barbra",2,"Alexa"
"6300","bass",2,"Alexa"
"6301","beat",2,"Alexa"
"6302","begin",2,"Alexa"
"6303","beginner's",2,"Alexa"
"6304","bestowed",2,"Alexa"
"6305","biometrics",2,"Alexa"
"6306","blacklivesmatter",2,"Alexa"
"6307","blairaltland",2,"Alexa"
"6308","blavity",2,"Alexa"
"6309","blue",2,"Alexa"
"6310","bond",2,"Alexa"
"6311","born",2,"Alexa"
"6312","boy",2,"Alexa"
"6313","brandless",2,"Alexa"
"6314","bringing",2,"Alexa"
"6315","bszpyedpqq",2,"Alexa"
"6316","bulbs",2,"Alexa"
"6317","ca",2,"Alexa"
"6318","caps",2,"Alexa"
"6319","capsisles",2,"Alexa"
"6320","catherine",2,"Alexa"
"6321","charles",2,"Alexa"
"6322","charleston",2,"Alexa"
"6323","chatbot",2,"Alexa"
"6324","chilling",2,"Alexa"
"6325","christian",2,"Alexa"
"6326","christmasgift",2,"Alexa"
"6327","chromecast",2,"Alexa"
"6328","chronicles",2,"Alexa"
"6329","civic",2,"Alexa"
"6330","cl",2,"Alexa"
"6331","clever",2,"Alexa"
"6332","commands",2,"Alexa"
"6333","commercials",2,"Alexa"
"6334","complicated",2,"Alexa"
"6335","con",2,"Alexa"
"6336","connects",2,"Alexa"
